id,job_title,rating,company_name,location,headquarters,size,founded,type_of_ownership,industry,sector,revenue,competitors,hourly,employer_provided,lower_salary,upper_salary,job_location,age,python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,degree,City,State,estimated_revenue,avg_salary
226,Data Engineer,3.7,P2 Energy Solutions,"Lafayette, LA","Denver, Co",501 - 1000,1992,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,48000,93000,LA,29.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Other,Unknown,Lafayette,La,500000.0,70500.0
228,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, Ny",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,54000,115000,NY,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Sr,P,Rochester,Ny,500000.0,84500.0
229,Software Engineer - Data Visualization,4.0,Clearedge,"Annapolis Junction, MD","Annapolis Junction, Md",51 - 200,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Unknown,0,0,60000,127000,MD,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Software Engineer - Data Visualization,Other,M,Annapolis Junction,Md,500000.0,93500.0
230,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, Ma",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown,0,0,90000,179000,MA,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Sr,P,Cambridge,Ma,500000.0,134500.0
233,Staff Machine Learning Engineer,3.9,Tapjoy,"San Francisco, CA","San Francisco, Ca",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138000,224000,CA,14.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Machine Learning Engineer,Other,Unknown,San Francisco,Ca,500000.0,181000.0
234,"Principal Scientist, Hematology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, Ny",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,54000,115000,NY,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Sr,P,Rochester,Ny,500000.0,84500.0
235,Lead Data Engineer,4.1,Credit Sesame,"Mountain View, CA","Mountain View, Ca",51 - 200,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190000,220000,CA,11.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Sr,Unknown,Mountain View,Ca,500000.0,205000.0
239,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA","Highland, Ca",1001 - 5000,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),Unknown,0,0,35000,62000,CA,35.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Analyst,Other,M,Highland,Ca,500000.0,48500.0
240,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, Tx",1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Unknown,1,0,37000,52000,TX,44.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,Unknown,Burleson,Tx,500000.0,44500.0
242,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, Tx",501 - 1000,1992,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown,0,0,39000,66000,IL,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,Unknown,Hoopeston,Il,500000.0,52500.0
243,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, Pa",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,81000,167000,PA,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machine Learning Engineer,Sr,P,Pittsburgh,Pa,500000.0,124000.0
245,Analytics Manager - Data Mart,3.5,Central California Alliance For Health,"Scotts Valley, CA","Scotts Valley, Ca",501 - 1000,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,42000,86000,CA,25.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist Project Manager,Other,Unknown,Scotts Valley,Ca,500000.0,64000.0
246,Sr. Data Engineer - Contract-To-Hire (Java),3.0,Pilot Flying J Travel Centers Llc,"Knoxville, TN","Knoxville, Tn",10000+,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69000,127000,TN,63.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Sr,M,Knoxville,Tn,500000.0,98000.0
247,Med Tech/Lab Scientist- South Coastal Lab,3.6,Beebe Healthcare,"Millville, DE","Lewes, De",1001 - 5000,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Unknown,1,0,43000,70000,DE,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,Unknown,Millville,De,500000.0,56500.0
248,Food Scientist - Developer,3.3,Palermo'S Pizza,"Milwaukee, WI","Milwaukee, Wi",501 - 1000,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,Unknown,0,0,40000,68000,WI,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,Unknown,Milwaukee,Wi,500000.0,54000.0
250,Staff Scientist-Downstream Process Development,2.7,Advanced Bioscience Laboratories,"Rockville, MD","Rockville, Md",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,0,0,49000,113000,MD,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,P,Rockville,Md,500000.0,81000.0
251,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL","Chicago, Il",1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75000,140000,IL,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Sr,Unknown,Chicago,Il,500000.0,107500.0
253,Data Scientist - Quantitative,3.8,Truckstop.Com,"Chicago, IL","New Plymouth, Id",501 - 1000,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,Unknown,0,0,86000,139000,IL,26.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,Other,M,Chicago,Il,500000.0,112500.0
254,Data Scientist,3.7,Lockheed Martin,"Herndon, VA","Bethesda, Md",10000+,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",0,0,66000,112000,VA,26.0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Other,Unknown,Herndon,Va,500000.0,89000.0
255,Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, Wi",1001 - 5000,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),Unknown,0,0,76000,125000,WI,96.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Sr,M,Sheboygan,Wi,500000.0,100500.0
256,"Business Data Analyst, Sql_",3.8,Fareportal,"New York, NY","New York, Ny",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44000,86000,NY,19.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,Other,Unknown,New York,Ny,500000.0,65000.0
257,Medical Technologist / Clinical Laboratory Scientist,3.4,"Veterans Affairs, Veterans Health Administration","New Orleans, LA","Washington, Dc",10000+,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,Unknown,1,0,31000,52000,LA,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,M,New Orleans,La,500000.0,41500.0
258,Data Scientist,4.3,Credera,"Dallas, TX","Dallas, Tx",201 - 500,1999,Subsidiary Or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,Unknown,0,0,53000,92000,TX,22.0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,Other,M,Dallas,Tx,500000.0,72500.0
259,Senior Data Analyst,4.8,Knowbe4,"Clearwater, FL","Clearwater, Fl",501 - 1000,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),Unknown,0,0,44000,78000,FL,11.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,Sr,M,Clearwater,Fl,500000.0,61000.0
260,Bi & Platform Analytics Manager,3.4,Church & Dwight,"Ewing, NJ","Ewing, Nj",1001 - 5000,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Unknown,0,0,85000,134000,NJ,175.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data Scientist Project Manager,Other,M,Ewing,Nj,500000.0,109500.0
262,Data Engineer,3.9,Cogo Labs,"Cambridge, MA","Cambridge, Ma",51 - 200,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,0,0,59000,110000,MA,16.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Other,Unknown,Cambridge,Ma,500000.0,84500.0
263,Data Scientist,3.4,Spectrum Communications And Consulting,"Chicago, IL","Chicago, Il",51 - 200,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Unknown,0,0,64000,111000,IL,29.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Chicago,Il,500000.0,87500.0
264,Data Analyst,3.1,Ncsoft,"San Mateo, CA","Seoul, South Korea",1001 - 5000,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,65000,120000,CA,24.0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Analyst,Other,Unknown,San Mateo,Ca,500000.0,92500.0
265,Associate Data Scientist/Computer Scientist,3.2,Mitre,"McLean, VA","Bedford, Ma",5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,60000,103000,VA,63.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Other,Unknown,Mclean,Va,500000.0,81500.0
266,Business Intelligence Analyst / Developer,4.3,"Dayton Freight Lines, Inc.","Dayton, OH","Dayton, Oh",1001 - 5000,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",0,0,53000,105000,OH,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,Other,Unknown,Dayton,Oh,500000.0,79000.0
267,Lead Data Scientist,3.6,Massmutual,"Boston, MA","Springfield, Ma",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,124000,204000,MA,170.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,Sr,P,Boston,Ma,500000.0,164000.0
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (Phc)",3.9,Genentech,"South San Francisco, CA","South San Francisco, Ca",10000+,1976,Subsidiary Or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,131000,207000,CA,45.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Sr,P,South San Francisco,Ca,500000.0,169000.0
269,Senior Data Scientist,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, Ca",5001 - 10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Unknown,0,0,110000,174000,CA,25.0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,Data Scientist,Sr,P,Cupertino,Ca,500000.0,142000.0
270,Data Analyst,2.8,Community Action Partnership Of San Luis Obispo,"Parlier, CA","San Luis Obispo, Ca",501 - 1000,1992,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),Unknown,0,0,33000,62000,CA,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,Other,Unknown,Parlier,Ca,500000.0,47500.0
273,Pricipal Scientist Molecular And Cellular Biologist,3.7,Takeda Pharmaceuticals,"Boston, MA","Osaka, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,52000,101000,MA,240.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,P,Boston,Ma,500000.0,76500.0
274,Data Analyst,3.4,Trueaccord,"San Francisco, CA","San Francisco, Ca",51 - 200,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,48000,90000,CA,8.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,Other,Unknown,San Francisco,Ca,500000.0,69000.0
275,Data Analyst,4.0,Drb Systems,"Meridian, ID","Akron, Oh",201 - 500,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Unknown,0,0,34000,64000,ID,37.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,Other,Unknown,Meridian,Id,500000.0,49000.0
276,Staff Data Scientist,3.5,Western Digital,"San Jose, CA","San Jose, Ca",10000+,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,132000,211000,CA,51.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Other,M,San Jose,Ca,500000.0,171500.0
277,"Data Scientist (Actuary, Fsa Or Asa)",3.8,Legal & General America,"Frederick, MD","Frederick, Md",501 - 1000,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Unknown,0,0,81000,133000,MD,40.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Other,M,Frederick,Md,500000.0,107000.0
278,System And Data Analyst,3.7,Corcentric,"Cherry Hill, NJ","Cherry Hill, Nj",201 - 500,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,42000,76000,NJ,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,Other,M,Cherry Hill,Nj,500000.0,59000.0
281,Data Scientist,3.5,U.Group,"Indianapolis, IN","Arlington, Va",201 - 500,2019,Company - Private,It Services,Information Technology,$25 to $50 million (USD),Unknown,0,0,66000,111000,IN,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Indianapolis,In,500000.0,88500.0
282,Data Engineer 5 - Contract (Remote),4.2,The Church Of Jesus Christ Of Latter-Day Saints,"Riverton, UT","Salt Lake City, Ut",10000+,1992,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,Unknown,0,0,74000,140000,UT,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Other,M,Riverton,Ut,500000.0,107000.0
284,Digital Health Data Scientist,4.0,Pfizer,"Cambridge, MA","New York, Ny",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,63000,110000,MA,172.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Cambridge,Ma,500000.0,86500.0
285,Data Scientist,4.3,Smc 3,"Louisville, KY","Peachtree City, Ga",51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),Unknown,0,0,63000,105000,KY,86.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Other,M,Louisville,Ky,500000.0,84000.0
288,Data & Analytics Consultant (Nyc),4.7,Systems Evolution Inc.,"New York, NY","Cincinnati, Oh",201 - 500,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown,0,0,91000,138000,NY,29.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analitics,Other,M,New York,Ny,500000.0,114500.0
289,Senior Scientist - Neuroscience,3.5,Sunovion,"Marlborough, MA","Marlborough, Ma",1001 - 5000,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,100000,190000,MA,11.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Sr,P,Marlborough,Ma,500000.0,145000.0
290,Data Engineer,4.4,Eventbrite,"Nashville, TN","San Francisco, Ca",1001 - 5000,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,62000,114000,TN,15.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Other,Unknown,Nashville,Tn,500000.0,88000.0
291,Big Data Engineer - Chicago - Future Opportunity,4.1,Centro,"Chicago, IL","Chicago, Il",501 - 1000,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",0,0,71000,129000,IL,20.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Other,Unknown,Chicago,Il,500000.0,100000.0
292,Senior Data Analyst,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, Va",201 - 500,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",0,0,43000,80000,VA,28.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,Sr,M,Herndon,Va,500000.0,61500.0
293,Data Scientist,2.5,Comscore,"Portland, OR","Reston, Va",1001 - 5000,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",0,0,74000,119000,OR,22.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Portland,Or,500000.0,96500.0
295,Survey Data Analyst,4.2,Sullivancotter,"Minneapolis, MN","Chicago, Il",201 - 500,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",0,0,55000,97000,MN,29.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,Other,Unknown,Minneapolis,Mn,500000.0,76000.0
296,Data Scientist,3.9,Npd,"Port Washington, NY","Port Washington, Ny",1001 - 5000,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),Unknown,0,0,15000,16000,NY,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Port Washington,Ny,500000.0,15500.0
299,Data Scientist,4.3,Bakery Agency,"Austin, TX","Austin, Tx",Jan-50,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,61000,106000,TX,11.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Data Scientist,Other,Unknown,Austin,Tx,500000.0,83500.0
300,"Risk And Analytics It, Data Scientist",2.7,State Of Wisconsin Investment Board,"Madison, WI","Madison, Wi",51 - 200,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),Unknown,0,0,91000,149000,WI,70.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Other,Unknown,Madison,Wi,500000.0,120000.0
302,Data Scientist,3.9,Genentech,"South San Francisco, CA","South San Francisco, Ca",10000+,1976,Subsidiary Or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,127000,199000,CA,45.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,South San Francisco,Ca,500000.0,163000.0
305,Lead Health Data Analyst - Front End,3.4,Blue Cross & Blue Shield Of Rhode Island,"Providence, RI","Providence, Ri",501 - 1000,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,0,0,74000,126000,RI,82.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Analyst,Sr,Unknown,Providence,Ri,500000.0,100000.0
306,Research Scientist,3.8,Boys Town,"Omaha, NE","Omaha, Ne",1001 - 5000,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,0,33000,72000,NE,104.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,P,Omaha,Ne,500000.0,52500.0
307,Medical Lab Scientist,3.6,Tower Health,"West Reading, PA","Reading, Pa",5001 - 10000,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,1,0,35000,49000,PA,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,Unknown,West Reading,Pa,500000.0,42000.0
308,Junior Data Analyst,3.3,The Hsc Health Care System,"Washington, DC","Washington, Dc",501 - 1000,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,37000,63000,DC,138.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,Jr,M,Washington,Dc,500000.0,50000.0
309,Sql_ Data Engineer,3.4,Pro-Sphere Tek,"Austin, TX","Alexandria, Va",201 - 500,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown,0,0,67000,119000,TX,15.0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Engineer,Other,M,Austin,Tx,500000.0,93000.0
310,Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, Ne",1001 - 5000,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),Unknown,0,0,72000,117000,OH,134.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Cincinnati,Oh,500000.0,94500.0
311,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, Ca",5001 - 10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Unknown,0,0,116000,185000,CA,39.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,Data Scientist,Sr,P,San Francisco,Ca,500000.0,150500.0
312,Data Scientist,3.7,Genworth,"Raleigh, NC","Richmond, Va",1001 - 5000,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",0,0,78000,126000,NC,17.0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,Data Scientist,Other,M,Raleigh,Nc,500000.0,102000.0
313,"Scientist, Analytical Development",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, Ma",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown,0,0,42000,82000,MA,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,P,Cambridge,Ma,500000.0,62000.0
314,Analytics Manager,4.3,Onemagnify,"Dearborn, MI","Detroit, Mi",201 - 500,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,59000,116000,MI,54.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist Project Manager,Other,Unknown,Dearborn,Mi,500000.0,87500.0
316,Clinical Data Scientist,4.0,Pfizer,"Groton, CT","New York, Ny",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,63000,105000,CT,172.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Groton,Ct,500000.0,84000.0
317,Data Scientist,4.0,Novetta,"Herndon, VA","Mc Lean, Va",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,109000,177000,VA,9.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Other,Unknown,Herndon,Va,500000.0,143000.0
318,"Sr. Data Scientist, Cyber-Security Lt Contract",3.2,"Numeric, Llc","Phila, PA","Chadds Ford, Pa",Jan-50,1992,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Unknown,0,0,116000,194000,PA,29.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,Sr,M,Phila,Pa,500000.0,155000.0
319,Data Engineer,4.2,Izea,"Winter Park, FL","Winter Park, Fl",51 - 200,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",0,0,48000,95000,FL,15.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Other,Unknown,Winter Park,Fl,500000.0,71500.0
320,Data Scientist,3.9,Trace Data,"Oakland, CA","Santa Ana, Ca",51 - 200,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),Unknown,0,0,83000,133000,CA,21.0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Data Scientist,Other,M,Oakland,Ca,500000.0,108000.0
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,"San Diego, CA","Osaka, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,105000,198000,CA,240.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Sr,M,San Diego,Ca,500000.0,151500.0
323,Digital Marketing & Ecommerce Data Analyst,3.6,Vionic Group,"San Rafael, CA","San Rafael, Ca",51 - 200,2006,Subsidiary Or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),Unknown,0,0,31000,72000,CA,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Analyst,Other,Unknown,San Rafael,Ca,500000.0,51500.0
324,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,"Boston, MA","Osaka, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,98000,182000,MA,240.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Sr,M,Boston,Ma,500000.0,140000.0
325,Senior Data Analyst,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, Nj",201 - 500,2014,Company - Private,It Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,55000,100000,NJ,7.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,Sr,Unknown,Hamilton,Nj,500000.0,77500.0
