id,job_title,rating,company_name,location,headquarters,size,founded,type_of_ownership,industry,sector,revenue,competitors,hourly,employer_provided,lower_salary,upper_salary,job_location,age,python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,degree,City,State,estimated_revenue,avg_salary
0,Data Scientist,3.8,Tecolote Research,"Albuquerque, NM","Goleta, Ca",501 - 1000,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),Unknown,0,0,53000,91000,NM,48.0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Data Scientist,Other,M,Albuquerque,Nm,500000.0,72000.0
1,Healthcare Data Scientist,3.4,University Of Maryland Medical System,"Linthicum, MD","Baltimore, Md",10000+,1984,Other Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),Unknown,0,0,63000,112000,MD,37.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Linthicum,Md,500000.0,87500.0
2,Data Scientist,4.8,Knowbe4,"Clearwater, FL","Clearwater, Fl",501 - 1000,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),Unknown,0,0,80000,90000,FL,11.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Clearwater,Fl,500000.0,85000.0
3,Data Scientist,3.8,Pnnl,"Richland, WA","Richland, Wa",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56000,97000,WA,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Richland,Wa,500000.0,76500.0
4,Data Scientist,2.9,Affinity Solutions,"New York, NY","New York, Ny",51 - 200,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,86000,143000,NY,23.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,New York,Ny,500000.0,114500.0
5,Data Scientist,3.4,Cyrusone,"Dallas, TX","Dallas, Tx",201 - 500,2000,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),"Digital Realty, CoreSite, Equinix",0,0,71000,119000,TX,21.0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Data Scientist,Other,Unknown,Dallas,Tx,500000.0,95000.0
6,Data Scientist,4.1,Clearone Advantage,"Baltimore, MD","Baltimore, Md",501 - 1000,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Unknown,0,0,54000,93000,MD,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Baltimore,Md,500000.0,73500.0
7,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, Wa",201 - 500,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Unknown,0,0,86000,142000,CA,16.0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Other,M,San Jose,Ca,500000.0,114000.0
8,Research Scientist,3.3,Rochester Regional Health,"Rochester, NY","Rochester, Ny",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Unknown,0,0,38000,84000,NY,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,P,Rochester,Ny,500000.0,61000.0
9,Data Scientist,4.6,Unknown,"New York, NY","New York, Ny",51 - 200,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel",0,0,120000,160000,NY,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,New York,Ny,500000.0,140000.0
10,Data Scientist,3.5,Wish,"San Jose, CA","San Francisco, Ca",501 - 1000,2011,Company - Private,Other Retail Stores,Retail,$1 to $2 billion (USD),Unknown,0,0,126000,201000,CA,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,San Jose,Ca,500000.0,163500.0
11,Data Scientist,4.1,Mantech,"Chantilly, VA","Herndon, Va",5001 - 10000,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Unknown,0,0,64000,106000,VA,53.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Other,Unknown,Chantilly,Va,500000.0,85000.0
12,Staff Data Scientist - Technology,3.2,Walmart,"Plano, TX","Bentonville, Ar",10000+,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Target, Costco Wholesale, Amazon",0,0,106000,172000,TX,59.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Other,M,Plano,Tx,500000.0,139000.0
13,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, Wa",201 - 500,2012,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,46000,85000,WA,9.0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,Other,Unknown,Seattle,Wa,500000.0,65500.0
14,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","Osaka, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,83000,144000,MA,240.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Other,M,Cambridge,Ma,500000.0,113500.0
15,Data Engineer I,3.6,Audible,"Newark, NJ","Newark, Nj",1001 - 5000,1995,Subsidiary Or Business Segment,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable,Unknown,0,0,102000,190000,NJ,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Other,Unknown,Newark,Nj,500000.0,146000.0
16,"Scientist I/Ii, Biology",3.9,Blueprint Medicines,"Cambridge, MA","Cambridge, Ma",51 - 200,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"bluebird bio, Agios Pharmaceuticals, Celgene",0,0,67000,137000,MA,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,P,Cambridge,Ma,500000.0,102000.0
17,Customer Data Scientist,4.3,H2O.Ai,"Mountain View, CA","Mountain View, Ca",201 - 500,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,118000,189000,CA,10.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Other,M,Mountain View,Ca,500000.0,153500.0
18,Data Scientist - Health Data Analytics,4.2,Nuna,"San Francisco, CA","San Francisco, Ca",51 - 200,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,110000,175000,CA,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,San Francisco,Ca,500000.0,142500.0
19,Data Scientist,4.0,Pinnacol Assurance,"Denver, CO","Denver, Co",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Unknown,0,0,64000,111000,CO,106.0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,Other,M,Denver,Co,500000.0,87500.0
20,Data Scientist,3.2,Porch,"Seattle, WA","Seattle, Wa",201 - 500,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Angie's List, HomeAdvisor, Thumbtack",0,0,81000,130000,WA,9.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Seattle,Wa,500000.0,105500.0
21,Senior Data Scientist / Machine Learning,3.9,Health Iq,"Dallas, TX","Mountain View, Ca",201 - 500,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,Unknown,0,0,73000,119000,TX,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Sr,P,Dallas,Tx,500000.0,96000.0
22,Data Scientist - Quantitative,3.8,Truckstop.Com,"Chicago, IL","New Plymouth, Id",501 - 1000,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,Unknown,0,0,86000,139000,IL,26.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,Other,M,Chicago,Il,500000.0,112500.0
23,Data Scientist,4.3,Smc 3,"Louisville, KY","Peachtree City, Ga",51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),Unknown,0,0,63000,105000,KY,86.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Other,M,Louisville,Ky,500000.0,84000.0
25,Data Scientist,4.0,Novetta,"Herndon, VA","Mc Lean, Va",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,109000,177000,VA,9.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Other,Unknown,Herndon,Va,500000.0,143000.0
26,Digital Health Data Scientist,4.0,Pfizer,"Cambridge, MA","New York, Ny",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,63000,110000,MA,172.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Cambridge,Ma,500000.0,86500.0
27,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, Ca",1001 - 5000,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),Unknown,0,0,75000,124000,OR,69.0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,Data Scientist,Other,Unknown,Hillsboro,Or,500000.0,99500.0
28,Associate Data Analyst,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, Ma",5001 - 10000,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),Unknown,0,0,34000,61000,MA,169.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,Other,Unknown,Worcester,Ma,500000.0,47500.0
29,Clinical Data Scientist,4.0,Pfizer,"Groton, CT","New York, Ny",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,63000,105000,CT,172.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Groton,Ct,500000.0,84000.0
30,Data Scientist,4.8,Knowbe4,"Clearwater, FL","Clearwater, Fl",501 - 1000,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),Unknown,0,0,80000,90000,FL,11.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Clearwater,Fl,500000.0,85000.0
31,Data Scientist,3.8,Pnnl,"Richland, WA","Richland, Wa",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56000,97000,WA,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Richland,Wa,500000.0,76500.0
32,Data Scientist,3.6,Amrock,"Detroit, MI","Detroit, Mi",1001 - 5000,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),Unknown,0,0,72000,120000,MI,24.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Detroit,Mi,500000.0,96000.0
33,Data Scientist / Machine Learning Expert,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,86000,143000,MA,25.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Cambridge,Ma,500000.0,114500.0
34,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, Ca",5001 - 10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Unknown,0,0,93000,149000,CA,25.0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist,Other,M,Sunnyvale,Ca,500000.0,121000.0
35,Data Scientist,4.7,New England Biolabs,"Ipswich, MA","Ipswich, Ma",201 - 500,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85000,140000,MA,47.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Ipswich,Ma,500000.0,112500.0
36,Web Data Analyst,4.2,Clarity Insights,"San Jose, CA","Chicago, Il",201 - 500,2008,Company - Private,It Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,77000,135000,CA,13.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,Other,Unknown,San Jose,Ca,500000.0,106000.0
37,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, Ca",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,82000,132000,CA,52.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,Other,M,Redlands,Ca,500000.0,107000.0
38,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, Ma",201 - 500,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown,0,0,83000,137000,MA,11.0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Data Scientist,Other,P,Woburn,Ma,500000.0,110000.0
39,Senior Data Scientist,3.5,Sartorius,"Fremont, CA","Gottingen, Germany",5001 - 10000,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Unknown,0,0,115000,180000,CA,151.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Sr,M,Fremont,Ca,500000.0,147500.0
40,Data Engineer,3.5,Lancer Insurance,"Long Beach, NY","Long Beach, Ny",201 - 500,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),Unknown,0,0,74000,138000,NY,36.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Other,M,Long Beach,Ny,500000.0,106000.0
41,Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, Ca",201 - 500,2008,Company - Private,It Services,Information Technology,$50 to $100 million (USD),"BrowserStack, Selenium Master, Perfecto Mobile",0,0,64000,112000,CA,13.0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,Analyst,Other,Unknown,San Francisco,Ca,500000.0,88000.0
43,Data Engineer,3.6,Persivia,"Marlborough, MA","Lowell, Ma",Jan-50,1992,Company - Private,Unknown,Unknown,Less than $1 million (USD),Unknown,0,0,68000,129000,MA,29.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Other,Unknown,Marlborough,Ma,500000.0,98500.0
44,Data Scientist - Algorithms & Inference,4.2,Nuna,"San Francisco, CA","San Francisco, Ca",51 - 200,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,110000,175000,CA,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,San Francisco,Ca,500000.0,142500.0
45,Scientist,3.4,Edgewell Personal Care,"Allendale, NJ","Shelton, Ct",5001 - 10000,2015,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Unilever, Procter & Gamble, Henkel",0,0,52000,113000,NJ,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,M,Allendale,Nj,500000.0,82500.0
46,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, Il",1001 - 5000,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110000,150000,IL,28.0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,Data Scientist,Sr,M,Chicago,Il,500000.0,130000.0
48,Data Scientist,5.0,Bpa Services,"Washington, DC","Alexandria, Va",Unknown,1992,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,1,150000,160000,DC,29.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Washington,Dc,500000.0,155000.0
49,Lead Data Scientist,3.7,Visa Inc.,"Bellevue, WA","Foster City, Ca",10000+,1958,Company - Public,It Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,158000,211000,WA,63.0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Data Scientist,Sr,Unknown,Bellevue,Wa,500000.0,184500.0
50,Associate Data Analyst,3.1,Intrado,"Longmont, CO","Omaha, Ne",5001 - 10000,1986,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),Unknown,0,0,20000,39000,CO,35.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,Other,M,Longmont,Co,500000.0,29500.0
51,Spectral Scientist/Engineer,4.7,Centauri,"Beavercreek, OH","Chantilly, Va",501 - 1000,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"TASC, Vencore, Booz Allen Hamilton",0,0,56000,117000,OH,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,M,Beavercreek,Oh,500000.0,86500.0
52,College Hire - Data Scientist - Open To December 2019 Graduates,3.7,Caterpillar,"Peoria, IL","Deerfield, Il",10000+,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63000,99000,IL,96.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Other,Unknown,Peoria,Il,500000.0,81000.0
54,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, Fl",501 - 1000,1984,Subsidiary Or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown,0,0,68000,114000,FL,37.0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Other,Unknown,Fort Lauderdale,Fl,500000.0,91000.0
55,"Data Scientist, Office Of Data Science",3.3,Liberty Mutual Insurance,"Boston, MA","Boston, Ma",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,86000,143000,MA,109.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Boston,Ma,500000.0,114500.0
56,Data Science Analyst,4.6,"Torch Technologies, Inc.","Huntsville, AL","Huntsville, Al",1001 - 5000,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown,0,0,41000,95000,AL,19.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Other,Unknown,Huntsville,Al,500000.0,68000.0
57,Data Scientist,3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,86000,144000,NY,158.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Armonk,Ny,500000.0,115000.0
58,Data Scientist,3.7,Northrop Grumman,"San Diego, CA","Falls Church, Va",10000+,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,0,0,80000,139000,CA,82.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Other,Unknown,San Diego,Ca,500000.0,109500.0
59,Data Scientist,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Unknown,0,0,56000,95000,NM,151.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Albuquerque,Nm,500000.0,75500.0
60,Data Scientist,4.1,Netskope,"San Francisco, CA","Santa Clara, Ca",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120000,189000,CA,9.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Data Scientist,Other,P,San Francisco,Ca,500000.0,154500.0
61,Data Scientist,4.7,1904Labs,"Saint Louis, MO","Saint Louis, Mo",51 - 200,2016,Company - Private,It Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111000,176000,MO,5.0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist,Other,Unknown,Saint Louis,Mo,500000.0,143500.0
62,Data Scientist,4.1,Clearone Advantage,"Baltimore, MD","Baltimore, Md",501 - 1000,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Unknown,0,0,54000,93000,MD,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Baltimore,Md,500000.0,73500.0
63,Data Scientist,3.4,Cyrusone,"Dallas, TX","Dallas, Tx",201 - 500,2000,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),"Digital Realty, CoreSite, Equinix",0,0,71000,119000,TX,21.0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Data Scientist,Other,Unknown,Dallas,Tx,500000.0,95000.0
65,Senior Data Scientist,4.4,The David J. Joseph Company,"Cincinnati, OH","Cincinnati, Oh",201 - 500,1885,Subsidiary Or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,Unknown,0,0,82000,132000,OH,136.0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Sr,M,Cincinnati,Oh,500000.0,107000.0
66,Data Scientist,4.3,Useready,"New York, NY","New York, Ny",201 - 500,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,0,0,84000,146000,NY,10.0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Other,Unknown,New York,Ny,500000.0,115000.0
67,Senior Risk Data Scientist,3.8,Bill.Com,"Palo Alto, CA","Palo Alto, Ca",501 - 1000,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),Unknown,0,0,107000,172000,CA,15.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Sr,M,Palo Alto,Ca,500000.0,139500.0
68,Data Scientist In Artificial Intelligence Early Career,3.8,Pacific Northwest National Laboratory,"Richland, WA","Richland, Wa",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49000,85000,WA,56.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Other,M,Richland,Wa,500000.0,67000.0
70,Data Scientist,3.8,Dick'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, Pa",10000+,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61000,109000,PA,73.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Other,M,Coraopolis,Pa,500000.0,85000.0
72,Data Scientist,2.8,Berg Health,"Framingham, MA","Framingham, Ma",51 - 200,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Unknown,0,0,88000,148000,MA,15.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,P,Framingham,Ma,500000.0,118000.0
73,Data Scientist,4.7,Oversight Systems,"Atlanta, GA","Atlanta, Ga",51 - 200,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Unknown,0,0,60000,99000,GA,18.0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Data Scientist,Other,Unknown,Atlanta,Ga,500000.0,79500.0
75,Data Scientist - Research,3.1,C Space,"Boston, MA","Boston, Ma",201 - 500,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),"IDEO, Gongos, Inc., Ipsos",0,0,41000,72000,MA,22.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Other,Unknown,Boston,Ma,500000.0,56500.0
76,Data Scientist,3.2,"Numeric, Llc","Philadelphia, PA","Chadds Ford, Pa",Jan-50,1992,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Unknown,0,0,96000,161000,PA,29.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Other,Unknown,Philadelphia,Pa,500000.0,128500.0
77,R&D Data Analysis Scientist,4.0,Hp Inc.,"Vancouver, WA","Palo Alto, Ca",10000+,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,65000,130000,WA,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,M,Vancouver,Wa,500000.0,97500.0
78,Analytics Consultant,4.4,Springml,"Indianapolis, IN","Pleasanton, Ca",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,52000,81000,IN,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Analitics,Other,Unknown,Indianapolis,In,500000.0,66500.0
79,"Director, Data Science",3.6,Grainger,"Lake Forest, IL","Lake Forest, Il",10000+,1927,Company - Public,Wholesale,Business Services,$10+ billion (USD),Unknown,0,0,139000,220000,IL,94.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Other,M,Lake Forest,Il,500000.0,179500.0
80,Scientist,2.7,Eag Laboratories,"Maryland Heights, MO","San Diego, Ca",501 - 1000,1978,Subsidiary Or Business Segment,Research & Development,Business Services,$50 to $100 million (USD),Unknown,0,0,50000,102000,MO,43.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Other,P,Maryland Heights,Mo,500000.0,76000.0
81,Data Scientist Sr,3.9,The Buffalo Group,"Charlottesville, VA","Reston, Va",501 - 1000,2010,Company - Private,It Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,85000,139000,VA,11.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Sr,M,Charlottesville,Va,500000.0,112000.0
82,Data Scientist,3.1,Carmeuse,"Pittsburgh, PA","Louvain-La-Neuve, Belgium",1001 - 5000,1860,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),"Lhoist, Graymont, Sibelco Group",0,0,74000,122000,PA,161.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Other,M,Pittsburgh,Pa,500000.0,98000.0
83,R&D Sr Data Scientist,4.0,Hp Inc.,"Vancouver, WA","Palo Alto, Ca",10000+,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,99000,157000,WA,82.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Scientist,Sr,M,Vancouver,Wa,500000.0,128000.0
